Datum,1NP894
20/06/1982 00:00:00,70.86
30/06/1982 00:00:00,70.56
10/07/1982 00:00:00,70.66
20/07/1982 00:00:00,70.86
30/07/1982 00:00:00,70.86
10/08/1982 00:00:00,70.96
20/08/1982 00:00:00,70.93
30/08/1982 00:00:00,70.86
10/09/1982 00:00:00,70.81
20/09/1982 00:00:00,70.76
30/09/1982 00:00:00,70.71
10/10/1982 00:00:00,70.66
20/10/1982 00:00:00,70.61
30/10/1982 00:00:00,70.53
10/11/1982 00:00:00,70.43
20/11/1982 00:00:00,70.73
30/11/1982 00:00:00,70.42
10/12/1982 00:00:00,70.46
20/12/1982 00:00:00,70.48
30/12/1982 00:00:00,70.47
10/01/1983 00:00:00,70.45
20/01/1983 00:00:00,70.56
30/01/1983 00:00:00,70.56
10/02/1983 00:00:00,70.56
20/02/1983 00:00:00,70.56
28/02/1983 00:00:00,70.56
10/03/1983 00:00:00,70.56
20/03/1983 00:00:00,70.56
30/03/1983 00:00:00,70.56
10/04/1983 00:00:00,70.36
20/04/1983 00:00:00,70.26
30/04/1983 00:00:00,70.16
10/05/1983 00:00:00,70.16
20/05/1983 00:00:00,70.66
30/05/1983 00:00:00,70.66
10/06/1983 00:00:00,70.66
20/06/1983 00:00:00,70.56
30/06/1983 00:00:00,70.46
10/07/1983 00:00:00,70.36
20/07/1983 00:00:00,70.16
30/07/1983 00:00:00,70.06
10/08/1983 00:00:00,70.06
20/08/1983 00:00:00,69.73
30/08/1983 00:00:00,69.63
10/09/1983 00:00:00,69.63
20/09/1983 00:00:00,69.96
30/09/1983 00:00:00,70.16
10/10/1983 00:00:00,69.93
20/10/1983 00:00:00,69.93
30/10/1983 00:00:00,70.16
10/11/1983 00:00:00,69.93
20/11/1983 00:00:00,69.63
30/11/1983 00:00:00,69.11
10/12/1983 00:00:00,70.13
20/12/1983 00:00:00,70.36
30/12/1983 00:00:00,70.36
10/01/1984 00:00:00,70.13
20/01/1984 00:00:00,70.58
30/01/1984 00:00:00,70.66
10/02/1984 00:00:00,70.63
20/02/1984 00:00:00,70.68
28/02/1984 00:00:00,70.73
10/03/1984 00:00:00,70.73
20/03/1984 00:00:00,70.73
30/03/1984 00:00:00,70.73
10/04/1984 00:00:00,70.83
20/04/1984 00:00:00,70.96
30/04/1984 00:00:00,70.96
10/05/1984 00:00:00,71.03
20/05/1984 00:00:00,71.03
30/05/1984 00:00:00,71.13
10/06/1984 00:00:00,70.88
20/06/1984 00:00:00,70.78
30/06/1984 00:00:00,70.63
10/07/1984 00:00:00,70.76
20/07/1984 00:00:00,70.76
30/07/1984 00:00:00,70.66
10/08/1984 00:00:00,70.66
20/08/1984 00:00:00,71.16
30/08/1984 00:00:00,70.46
10/09/1984 00:00:00,70.43
20/09/1984 00:00:00,70.43
30/09/1984 00:00:00,70.43
10/10/1984 00:00:00,70.43
20/10/1984 00:00:00,70.43
30/10/1984 00:00:00,70.38
10/11/1984 00:00:00,70.38
20/11/1984 00:00:00,70.43
30/11/1984 00:00:00,70.43
10/12/1984 00:00:00,70.38
20/12/1984 00:00:00,70.43
30/12/1984 00:00:00,70.43
10/01/1988 00:00:00,70.48
20/01/1988 00:00:00,69.98
30/01/1988 00:00:00,69.88
10/02/1988 00:00:00,69.98
20/02/1988 00:00:00,69.88
28/02/1988 00:00:00,70.75
10/03/1988 00:00:00,69.63
20/03/1988 00:00:00,69.63
30/03/1988 00:00:00,69.68
10/04/1988 00:00:00,69.98
